dataSource.vendor,metadata.product.name,metadata.product.vendor_name,dataSource.name,dataSource.category,src_endpoint.location.region,device.uid,actor.authorization.policy.rule.name,unmapped.client.userAgent.browser,status,unmapped.client.userAgent.os,event.type,status_detail,actor.user.name,actor.user.email_addr,actor.user.type_id,actor.user.type,dst_endpoint.svc_name,src_endpoint.ip,http_request.url.path,activity_name,device.hostname,severity,user.name,count
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Astra Solarflare,emma.jenkins@examplemail.biz,8,,,,,A push was sent to a user for verification,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Verify user identity,,Phoenix Emberstorm,bob.jones@example.com,8,,,,,Verify user identity,,3,,3
Okta,Okta,Okta,Okta,security,Andhra Pradesh,b68c8b07-e684-4a23-9c7f-d927c6f23f19,not on office network,CHROME,CHALLENGE,Windows 10,Logon,Sign-on policy evaluation resulted in CHALLENGE,,,8,,,192.168.0.7,/audit/logs/access,Logon,,3,,3
Okta,Okta,Okta,Okta,security,Andhra Pradesh,,,CHROME,SUCCESS,Windows 10,Logon,,Zephyr Blaze,laura.moore@sandboxmail.co,8,User,,203.0.113.5,/oauth2/v1/token,Logon,https://www.flimflam.biz,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Verify user identity,,Zara Midnightshadow,alice.smith@example.com,8,,,,,Verify user identity,,3,,3
Okta,Okta,Okta,Okta,security,Illinois,,Require MFA for All Users,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,8.8.8.8,/oauth2/v1/authorize,Logon,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Verify user identity,,Phoenix Emberstorm,sarah.wilson@testingmail.xyz,8,,,,,Verify user identity,,3,,3
Okta,Okta,Okta,Okta,security,New York,,,CHROME,SUCCESS,Windows 10,Logon,,Crimson Tempest,mike.anderson@mytestmail.org,8,User,Workday,192.0.2.1,/oauth2/v1/authorize,Logon,,3,Valkyrie Firestorm,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Seraphina Dragonheart,sarah.wilson@example.com,8,,,,,A push was sent to a user for verification,,3,,3
Okta,Okta,Okta,Okta,security,Maharashtra,,DDS - Require MFA - All Zones,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,172.16.0.9,/security/logs/authentication,Logon,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Crimson Tempest,jessica.clark@mockmailing.org,8,,,,,A push was sent to a user for verification,,3,,3
Okta,Okta,Okta,Okta,security,West Bengal,,DDS - Require MFA - All Zones,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,203.0.113.6,/oauth2/v1/token,Logon,,3,,3
Okta,Okta,Okta,Okta,security,West Bengal,,,CHROME,SUCCESS,Windows 10,Logon,,Thunder Hammerstrike,chris.martin@sampleco.co,8,User,LogMeIn,172.16.0.6,/oauth2/v1/token,Logon,,3,Xena Nebulosa,3
Okta,Okta,Okta,Okta,security,California,,,CHROME,SUCCESS,Mac OS X,Logon,,Zara Midnightshadow,kevin.green@example.com,8,User,Microsoft Azure,172.16.0.9,/security/logs/authorization,Logon,,3,Crimson Tempest,3
Okta,Okta,Okta,Okta,security,Maharashtra,ea78a2e2-6901-49eb-9f8c-f6db42e835f8,not on office network,IE11,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in ALLOW,,,8,,,10.0.0.4,/audit/logs/access,Logon,,3,,3
Okta,Okta,Okta,Okta,security,Maharashtra,,,IE11,SUCCESS,Windows 10,Logon,,Celestia Thunderstorm,ryan.collins@fakemailbox.net,8,User,,10.0.0.1,/audit/logs/system,Logon,https://www.synaptogen.synapse,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Crimson Tempest,anna.hall@custommail.io,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,Tamil Nadu,,,CHROME,SUCCESS,Windows 10,Logon,,Ragnarok Shadowblade,alice.smith@example.org,8,User,Google Workspace,192.168.0.8,/security/logs/authentication,Logon,,3,Valkyrie Firestorm,3
Okta,Okta,Okta,Okta,security,Tamil Nadu,,DDS - Require MFA - All Zones,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,172.16.0.7,/audit/logs/access,Logon,,3,,3
Okta,Okta,Okta,Okta,security,,,,,FAILURE,,Authenticate user with AD agent,Authentication failed: account is locked,Thunder Hammerstrike,chris.martin@sampleco.co,2,,,,,Authenticate user with AD agent,,3,,3
Okta,Okta,Okta,Okta,security,Illinois,,,CHROME,FAILURE,Windows 10,Logon,LOCKED_OUT,Venus Starlight,emily.white@example.com,8,User,,172.16.0.4,/oauth2/v1/authorize,Logon,,4,,3
Okta,Okta,Okta,Okta,security,Texas,,,CHROME,SUCCESS,Mac OS X,Logon,,Venus Starlight,melissa.kelly@dummyinbox.net,8,User,Salesforce,198.51.100.6,/audit/logs/network,Logon,,3,Nebula Stardust,3
Okta,Okta,Okta,Okta,security,Illinois,,,CHROME,SUCCESS,Windows 10,Logon,,Orion Lightningstrike,sarah.wilson@testingmail.xyz,8,User,Zoom,10.0.0.9,/audit/logs/system,Logon,,3,Blaze Thunderstrike,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Maximus Stormbringer,anna.hall@custommail.io,8,,,,,A push was sent to a user for verification,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Luna Moonshadow,emma.jenkins@examplemail.biz,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Verify user identity,,Ragnarok Shadowblade,anna.hall@custommail.io,8,,,,,Verify user identity,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Luna Moonshadow,emily.white@example.com,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Orion Lightningstrike,lisa.brown@example.com,8,,,,,A push was sent to a user for verification,,3,,3
Okta,Okta,Okta,Okta,security,Tamil Nadu,3c0cbad3-951a-45cf-b4b3-1b7781b45b46,not on office network,CHROME,CHALLENGE,Windows 10,Logon,Sign-on policy evaluation resulted in CHALLENGE,,,8,,,198.51.100.6,/audit/logs/network,Logon,,3,,3
Okta,Okta,Okta,Okta,security,Tamil Nadu,,,CHROME,SUCCESS,Windows 10,Logon,,Crimson Tempest,john.doe@acme.com,8,User,,192.168.0.9,/oauth2/v1/authorize,Logon,https://www.innovoid.space,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Verify user identity,,Astra Solarflare,chris.martin@sampleco.co,8,,,,,Verify user identity,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Nebula Stardust,olivia.perry@testinginbox.xyz,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,Telangana,c47bdf19-daf1-4d46-9b6a-524ea68e833f,not on office network,CHROMIUM_EDGE,CHALLENGE,Windows 10,Logon,Sign-on policy evaluation resulted in CHALLENGE,,,8,,,203.0.113.4,/audit/logs/access,Logon,,3,,3
Okta,Okta,Okta,Okta,security,Telangana,,,CHROMIUM_EDGE,SUCCESS,Windows 10,Logon,,Ignatius Inferno,ryan.collins@fakemailbox.net,8,User,,203.0.113.0,/security/logs/authorization,Logon,https://www.disruptionista.rebel,3,,3
Okta,Okta,Okta,Okta,security,Karnataka,,,CHROME,SUCCESS,Windows 10,Logon,,Zara Midnightshadow,lisa.brown@nonexistentmail.net,8,User,DocuSign,198.51.100.9,/security/logs/authentication-failures,Logon,,3,Orion Lightningstrike,3
Okta,Okta,Okta,Okta,security,Karnataka,,DDS - Require MFA - All Zones,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,10.0.0.7,/security/logs/intrusion-detection,Logon,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Verify user identity,,Luna Moonshadow,sarah.wilson@example.com,8,,,,,Verify user identity,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Phoenix Emberstorm,melissa.kelly@dummyinbox.net,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,Madhya Pradesh,,,CHROME,SUCCESS,Windows 10,Logon,,Ignatius Inferno,mike.anderson@mytestmail.org,8,User,Snowflake,203.0.113.4,/security/logs/authorization,Logon,,3,Crimson Tempest,3
Okta,Okta,Okta,Okta,security,Madhya Pradesh,,DDS - Require MFA - All Zones,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,192.0.2.6,/oauth2/v1/introspect,Logon,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Nova Frostbane,lisa.brown@nonexistentmail.net,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Astra Solarflare,lisa.brown@nonexistentmail.net,8,,,,,A push was sent to a user for verification,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Zara Midnightshadow,john.doe@example.com,8,,,,,A push was sent to a user for verification,,3,,3
Okta,Okta,Okta,Okta,security,Maharashtra,42d0d22a-7f8a-4966-9754-257b6e525eb4,not on office network,CHROME,CHALLENGE,Windows 10,Logon,Sign-on policy evaluation resulted in CHALLENGE,,,8,,,192.0.2.4,/oauth2/v1/introspect,Logon,,3,,3
Okta,Okta,Okta,Okta,security,Illinois,,DDS - On Prem - Require Password,CHROME,ALLOW,Mac OS X,Logon,Sign-on policy evaluation resulted in ALLOW,,,8,,,192.0.2.9,/oauth2/v1/introspect,Logon,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Xena Nebulosa,ryan.collins@fakemailbox.net,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,,,,,FAILURE,,User rejected Okta push verify,User rejected Okta push verify,Seraphina Dragonheart,laura.moore@sandboxmail.co,8,,,,,User rejected Okta push verify,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Thunder Hammerstrike,laura.moore@sandboxmail.co,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Valkyrie Firestorm,bob.jones@fakecorp.net,8,,,,,A push was sent to a user for verification,,3,,3
Okta,Okta,Okta,Okta,security,Virginia,,DDS - No MFA - On Prem,CHROMIUM_EDGE,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in ALLOW,,,8,,,192.0.2.3,/security/logs/authorization,Logon,,3,,3
Okta,Okta,Okta,Okta,security,Illinois,,,UNKNOWN,SUCCESS,Unknown,Logon,,Valkyrie Firestorm,ryan.collins@fakemailbox.net,8,User,Microsoft Azure,10.0.0.5,/audit/logs/network,Logon,,3,Nebula Stardust,3
Okta,Okta,Okta,Okta,security,,,DDS - Require MFA - All Zones,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,1.1.1.1,/oauth2/v1/authorize,Logon,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Xena Nebulosa,bob.jones@fakecorp.net,8,,,,,A push was sent to a user for verification,,3,,3
Okta,Okta,Okta,Okta,security,,,DDS - Require MFA - All Zones,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,198.51.100.8,/oauth2/v1/authorize,Logon,,3,,3
Okta,Okta,Okta,Okta,security,,,,CHROME,SUCCESS,Windows 10,Logon,,Celestia Thunderstorm,emma.jenkins@examplemail.biz,8,User,Microsoft Azure,203.0.113.2,/security/logs/authorization,Logon,,3,Valkyrie Firestorm,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Zephyr Blaze,emily.white@example.com,8,,,,,A push was sent to a user for verification,,3,,3
Okta,Okta,Okta,Okta,security,West Bengal,c109d1c1-af2a-450c-a7ea-d9514a9d1402,not on office network,CHROMIUM_EDGE,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in ALLOW,,,8,,,192.168.0.3,/security/logs/intrusion-detection,Logon,,3,,3
Okta,Okta,Okta,Okta,security,West Bengal,,,CHROMIUM_EDGE,SUCCESS,Windows 10,Logon,,Blaze Thunderstrike,laura.moore@sandboxmail.co,8,User,,192.168.0.8,/security/logs/authorization,Logon,https://www.innovoid.space,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Verify user identity,,Celestia Thunderstorm,bob.jones@example.com,8,,,,,Verify user identity,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Astra Solarflare,alice.smith@example.com,8,,,,,A push was sent to a user for verification,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,OIDC access token is granted,,Blaze Thunderstrike,alice.smith@example.com,11,,,,,OIDC access token is granted,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,OIDC authorization code request,,Orion Lightningstrike,emily.white@dummyemail.biz,11,,,,,OIDC authorization code request,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,OIDC id token is granted,,Xena Nebulosa,mike.anderson@mytestmail.org,11,,,,,OIDC id token is granted,,3,,3
Okta,Okta,Okta,Okta,security,West Bengal,,DDS - Require MFA - All Zones,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,192.168.0.1,/security/logs/authorization,Logon,,3,,3
Okta,Okta,Okta,Okta,security,Illinois,,On Office Network,UNKNOWN,ALLOW,Unknown,Logon,Sign-on policy evaluation resulted in ALLOW,,,8,,,192.168.0.8,/security/logs/intrusion-detection,Logon,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Celestia Thunderstorm,emily.white@example.com,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,Illinois,,,UNKNOWN,SUCCESS,Unknown,Logon,,Valkyrie Firestorm,bob.jones@example.com,8,User,Salesforce,192.168.1.1,/security/logs/intrusion-detection,Logon,,3,Zephyr Blaze,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Seraphina Dragonheart,kevin.green@example.com,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,Tamil Nadu,,,CHROME,SUCCESS,Windows 10,Logon,,Astra Solarflare,alice.smith@example.org,8,User,,192.0.2.8,/oauth2/v1/introspect,Logon,https://www.imaginariumlabs.io,3,,3
Okta,Okta,Okta,Okta,security,Illinois,,,CHROMIUM_EDGE,SUCCESS,Windows 10,Logon,,Luna Moonshadow,anna.hall@example.com,8,User,Dropbox,203.0.113.4,/security/logs/authentication,Logon,,3,Draven Nightshade,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Ignatius Inferno,melissa.kelly@dummyinbox.net,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Draven Nightshade,mark.miller@yourtestmail.biz,8,,,,,A push was sent to a user for verification,,3,,3
Okta,Okta,Okta,Okta,security,Illinois,,,CHROME,SUCCESS,Windows 10,Logon,,Seraphina Dragonheart,kevin.green@example.com,8,User,Datadog,198.51.100.5,/oauth2/v1/authorize,Logon,,3,Zara Midnightshadow,3
Okta,Okta,Okta,Okta,security,New York,,,CHROME,SUCCESS,Mac OS X,Logon,,Seraphina Dragonheart,alice.smith@example.com,8,User,Salesforce,203.0.113.8,/oauth2/v1/token,Logon,,3,Nebula Stardust,3
Okta,Okta,Okta,Okta,security,Utah,,,SAFARI,FAILURE,Mac OS X (iPhone),Logon,INVALID_CREDENTIALS,Zara Midnightshadow,lisa.brown@example.com,8,User,,198.51.100.9,/oauth2/v1/token,Logon,,4,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Nova Frostbane,kevin.green@example.com,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,Illinois,,DDS - No MFA - On Prem,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in ALLOW,,,8,,,198.51.100.6,/security/logs/authorization,Logon,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Valkyrie Firestorm,chris.martin@example.com,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Astra Solarflare,emma.jenkins@examplemail.biz,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,,,,CHROME,SUCCESS,Windows 10,Logon,,Ragnarok Shadowblade,emma.jenkins@examplemail.biz,8,User,Dropbox,192.0.2.2,/audit/logs/system,Logon,,3,Draven Nightshade,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Astra Solarflare,anna.hall@example.com,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,Tamil Nadu,,,CHROMIUM_EDGE,SUCCESS,Windows 10,Logon,,Crimson Tempest,john.doe@acme.com,8,User,,203.0.113.3,/security/logs/authentication,Logon,https://www.innovoid.space,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Orion Lightningstrike,olivia.perry@testinginbox.xyz,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,Maharashtra,,DDS - Require MFA - All Zones,CHROMIUM_EDGE,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,172.16.0.5,/oauth2/v1/token,Logon,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Xena Nebulosa,kevin.green@example.com,8,,,,,A push was sent to a user for verification,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Astra Solarflare,laura.moore@sandboxmail.co,8,,,,,A push was sent to a user for verification,,3,,3
Okta,Okta,Okta,Okta,security,Illinois,,,CHROME,SUCCESS,Windows 10,Logon,,Orion Lightningstrike,brian.hughes@samplemailing.co,8,User,ZenDesk,192.0.2.7,/oauth2/v1/introspect,Logon,,3,Valkyrie Firestorm,3
Okta,Okta,Okta,Okta,security,Andhra Pradesh,,,CHROME,SUCCESS,Windows 10,Logon,,Maximus Stormbringer,bob.jones@example.com,8,User,Box,192.168.0.8,/oauth2/v1/token,Logon,,3,Ragnarok Shadowblade,3
Okta,Okta,Okta,Okta,security,Andhra Pradesh,,DDS - Require MFA - All Zones,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,192.0.2.8,/oauth2/v1/introspect,Logon,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Phoenix Emberstorm,alice.smith@example.com,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Zara Midnightshadow,mark.miller@yourtestmail.biz,8,,,,,A push was sent to a user for verification,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Venus Starlight,chris.martin@example.com,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,Telangana,,,CHROME,SUCCESS,Windows 10,Logon,,Ragnarok Shadowblade,chris.martin@sampleco.co,8,User,LogMeIn,203.0.113.7,/oauth2/v1/introspect,Logon,,3,Valkyrie Firestorm,3
Okta,Okta,Okta,Okta,security,Telangana,d0a9512d-2a8c-4c4d-a4a0-9d867f5722e5,not on office network,CHROME,CHALLENGE,Windows 10,Logon,Sign-on policy evaluation resulted in CHALLENGE,,,8,,,192.168.0.2,/audit/logs/system,Logon,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Verify user identity,,Nebula Stardust,alice.smith@example.org,8,,,,,Verify user identity,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Maximus Stormbringer,lisa.brown@example.com,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Valkyrie Firestorm,john.doe@example.com,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,Illinois,,,CHROME,SUCCESS,Mac OS X,Logon,,Luna Moonshadow,bob.jones@example.com,8,User,Cloudflare,172.16.0.9,/oauth2/v1/token,Logon,,3,Crimson Tempest,3
Okta,Okta,Okta,Okta,security,Illinois,,,UNKNOWN,SUCCESS,Linux,Logon,,Nebula Stardust,sarah.wilson@testingmail.xyz,8,User,AWS S3,192.0.2.5,/security/logs/intrusion-detection,Logon,,3,Seraphina Dragonheart,3
Okta,Okta,Okta,Okta,security,Illinois,,,UNKNOWN,SUCCESS,Linux,Logon,,Astra Solarflare,emily.white@example.com,8,User,,192.168.0.1,/oauth2/v1/introspect,Logon,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Verify user identity,,Ignatius Inferno,alice.smith@example.com,8,,,,,Verify user identity,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Zephyr Blaze,jessica.clark@mockmailing.org,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,Tamil Nadu,,,CHROME,SUCCESS,Windows 10,Logon,,Phoenix Emberstorm,brian.hughes@samplemailing.co,8,User,Slack,192.0.2.4,/security/logs/intrusion-detection,Logon,,3,Draven Nightshade,3
Okta,Okta,Okta,Okta,security,Tamil Nadu,,DDS - Require MFA - All Zones,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,10.0.0.9,/oauth2/v1/authorize,Logon,,3,,3
Okta,Okta,Okta,Okta,security,Illinois,,DDS - No MFA - On Prem,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in ALLOW,,,8,,,192.0.2.8,/security/logs/authorization,Logon,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Orion Lightningstrike,mike.anderson@mytestmail.org,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Verify user identity,,Zephyr Blaze,bob.jones@example.com,8,,,,,Verify user identity,,3,,3
Okta,Okta,Okta,Okta,security,West Bengal,14e8d26d-62df-4bb2-9440-5abbe9d50024,not on office network,CHROME,CHALLENGE,Windows 10,Logon,Sign-on policy evaluation resulted in CHALLENGE,,,8,,,192.0.2.6,/oauth2/v1/authorize,Logon,,3,,3
Okta,Okta,Okta,Okta,security,West Bengal,,,CHROME,SUCCESS,Windows 10,Logon,,Astra Solarflare,brian.hughes@samplemailing.co,8,User,,203.0.113.8,/security/logs/authorization,Logon,https://www.ideapalooza.foundation,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Venus Starlight,john.doe@acme.com,8,,,,,A push was sent to a user for verification,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Verify user identity,,Nova Frostbane,melissa.kelly@dummyinbox.net,8,,,,,Verify user identity,,3,,3
Okta,Okta,Okta,Okta,security,Ohio,,,UNKNOWN,SUCCESS,Unknown,Logon,,Orion Lightningstrike,jessica.clark@mockmailing.org,8,User,DocuSign,172.16.0.1,/security/logs/authentication,Logon,,3,Seraphina Dragonheart,3
Okta,Okta,Okta,Okta,security,Ohio,,,UNKNOWN,SUCCESS,Linux,Logon,,Seraphina Dragonheart,laura.moore@sandboxmail.co,8,User,,192.168.0.8,/security/logs/authorization,Logon,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Verify user identity,,Maximus Stormbringer,ryan.collins@fakemailbox.net,8,,,,,Verify user identity,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Verify user identity,,Luna Moonshadow,bob.jones@example.com,8,,,,,Verify user identity,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Valkyrie Firestorm,emma.jenkins@examplemail.biz,8,,,,,A push was sent to a user for verification,,3,,3
Okta,Okta,Okta,Okta,security,Maharashtra,,,CHROME,SUCCESS,Windows 10,Logon,,Venus Starlight,john.doe@acme.com,8,User,LogMeIn,192.0.2.7,/audit/logs/network,Logon,,3,Valkyrie Firestorm,3
Okta,Okta,Okta,Okta,security,Maharashtra,,DDS - Require MFA - All Zones,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,192.0.2.4,/security/logs/intrusion-detection,Logon,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Luna Moonshadow,bob.jones@fakecorp.net,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Thunder Hammerstrike,daniel.ward@virtualmail.io,8,,,,,A push was sent to a user for verification,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Orion Lightningstrike,bob.jones@example.com,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Seraphina Dragonheart,emily.white@dummyemail.biz,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,Maharashtra,,DDS - Require MFA - All Zones,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,198.51.100.6,/oauth2/v1/authorize,Logon,,3,,3
Okta,Okta,Okta,Okta,security,Maharashtra,,,CHROME,SUCCESS,Windows 10,Logon,,Thunder Hammerstrike,daniel.ward@virtualmail.io,8,User,Oracle Cloud,192.0.2.7,/security/logs/authorization,Logon,,3,Celestia Thunderstorm,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Verify user identity,,Zara Midnightshadow,john.doe@acme.com,8,,,,,Verify user identity,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Verify user identity,,Valkyrie Firestorm,chris.martin@example.com,8,,,,,Verify user identity,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Xena Nebulosa,john.doe@acme.com,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Zephyr Blaze,kevin.green@example.com,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Verify user identity,,Orion Lightningstrike,kevin.green@placeholderemail.co,8,,,,,Verify user identity,,3,,3
Okta,Okta,Okta,Okta,security,Tamil Nadu,,DDS - Require MFA - All Zones,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,192.168.0.1,/audit/logs/network,Logon,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Nebula Stardust,anna.hall@custommail.io,8,,,,,A push was sent to a user for verification,,3,,3
